Gene ID	Chromosome	Peak_start	Peak_end	annotation
AT1G47600	Chr1	17492077	17492091	Promoter
AT1G47600	Chr1	17492487	17492494	Exon (AT1G47600.1/AT1G47600, exon 4 of 13)
AT1G47600	Chr1	17492625	17492659	Exon (AT1G47600.1/AT1G47600, exon 5 of 13)
AT1G47600	Chr1	17494459	17494473	Exon (AT1G47600.1/AT1G47600, exon 13 of 13)
AT1G47640	Chr1	17519484	17519498	Exon (AT1G47640.1/AT1G47640, exon 3 of 6)
AT1G47657	Chr1	17533482	17533497	Exon (AT1G47657.1/AT1G47657, exon 5 of 8)
AT1G47670	Chr1	17537849	17537869	Exon (AT1G47670.1/AT1G47670, exon 3 of 5)
AT1G47960	Chr1	17682949	17682962	Intron (AT1G47960.1/AT1G47960, intron 1 of 3)
AT1G47960	Chr1	17683343	17683385	Promoter
AT1G48030	Chr1	17717767	17717776	Exon (AT1G48030.1/AT1G48030, exon 2 of 3)
AT1G48030	Chr1	17718251	17718280	Exon (AT1G48030.1/AT1G48030, exon 2 of 3)
AT1G48030	Chr1	17718904	17718904	Exon (AT1G48030.1/AT1G48030, exon 1 of 3)
AT1G48030	Chr1	17719024	17719043	Promoter
AT1G48080	Chr1	17731882	17731914	Promoter
AT1G48110	Chr1	17771883	17771895	Intron (AT1G48110.2/AT1G48110, intron 3 of 5)
AT1G48210	Chr1	17801408	17801420	3' UTR
AT1G07483	Chr1	17838043	17838054	Exon (AT1G07483.1/AT1G07483, exon 2 of 2)
AT1G48300	Chr1	17847318	17847348	Promoter
AT1G48300	Chr1	17847508	17847509	Promoter
AT1G48300	Chr1	17848121	17848137	Exon (AT1G48300.1/AT1G48300, exon 2 of 2)
AT1G48350	Chr1	17867382	17867421	Promoter
AT1G48350	Chr1	17868183	17868199	3' UTR
AT1G48440	Chr1	17907213	17907233	Promoter
AT1G48490	Chr1	17926109	17926124	Exon (AT1G48490.1/AT1G48490, exon 5 of 19)
AT1G48540	Chr1	17949196	17949211	Exon (AT1G48540.1/AT1G48540, exon 7 of 11)
AT1G48570	Chr1	17955710	17955727	Exon (AT1G48570.1/AT1G48570, exon 6 of 7)
AT1G48600	Chr1	17968304	17968338	Exon (AT1G48600.2/AT1G48600, exon 8 of 12)
AT1G48620	Chr1	17975131	17975144	Exon (AT1G48620.1/AT1G48620, exon 2 of 4)
AT1G48660	Chr1	17996634	17996647	Exon (AT1G48660.2/AT1G48660, exon 3 of 3)
AT1G48740	Chr1	18024127	18024141	Exon (AT1G48740.2/AT1G48740, exon 6 of 8)
AT1G48830	Chr1	18060514	18060519	Exon (AT1G48830.1/AT1G48830, exon 4 of 6)
AT1G48850	Chr1	18065956	18065980	Exon (AT1G48850.2/AT1G48850, exon 9 of 13)
AT1G48850	Chr1	18067841	18067852	Promoter
AT1G48860	Chr1	18071092	18071107	5' UTR
AT1G48860	Chr1	18071193	18071227	5' UTR
AT1G48880	Chr1	18080696	18080696	5' UTR
AT1G48920	Chr1	18098775	18098792	Exon (AT1G48920.1/AT1G48920, exon 3 of 15)
AT1G48920	Chr1	18100043	18100049	Exon (AT1G48920.1/AT1G48920, exon 9 of 15)
AT1G48920	Chr1	18101166	18101197	Exon (AT1G48920.1/AT1G48920, exon 14 of 15)
AT1G48920	Chr1	18101232	18101232	Exon (AT1G48920.1/AT1G48920, exon 14 of 15)
AT1G49100	Chr1	18168857	18168868	Exon (AT1G49100.1/AT1G49100, exon 3 of 13)
AT1G49240	Chr1	18216854	18216858	Exon (AT1G49240.1/AT1G49240, exon 3 of 5)
AT1G49245	Chr1	18218533	18218571	5' UTR
AT1G49245	Chr1	18218584	18218651	5' UTR
AT1G49245	Chr1	18218658	18218681	5' UTR
AT1G49280	Chr1	18230523	18230533	Promoter
AT1G49410	Chr1	18286743	18286787	Promoter
AT1G49410	Chr1	18286850	18286895	Promoter
AT1G49450	Chr1	18306900	18306911	Exon (AT1G49450.1/AT1G49450, exon 1 of 1)
AT1G49500	Chr1	18322009	18322096	Promoter
AT1G49500	Chr1	18322102	18322171	Promoter
AT1G49630	Chr1	18367818	18367831	3' UTR
AT1G49660	Chr1	18379491	18379505	Promoter
AT1G49660	Chr1	18379525	18379558	Promoter
AT1G49700	Chr1	18388875	18388892	Exon (AT1G49700.1/AT1G49700, exon 7 of 7)
AT1G49700	Chr1	18388919	18388924	Exon (AT1G49700.1/AT1G49700, exon 7 of 7)
AT1G49700	Chr1	18388992	18389006	Exon (AT1G49700.1/AT1G49700, exon 6 of 7)
AT1G49720	Chr1	18401253	18401266	Exon (AT1G49720.1/AT1G49720, exon 2 of 5)
AT1G49938	Chr1	18488267	18488279	Promoter
AT1G49940	Chr1	18488665	18488676	3' UTR
AT1G49970	Chr1	18502575	18502578	Exon (AT1G49970.1/AT1G49970, exon 6 of 9)
AT1G49970	Chr1	18504301	18504337	Promoter
AT1G49975	Chr1	18504960	18504977	Promoter
AT1G50010	Chr1	18517812	18517829	Promoter
AT1G07603	Chr1	18518292	18518304	Promoter
AT1G07603	Chr1	18518402	18518426	Promoter
AT1G50010	Chr1	18518706	18518725	Exon (AT1G50010.1/AT1G50010, exon 3 of 4)
AT1G50010	Chr1	18518764	18518805	Exon (AT1G50010.1/AT1G50010, exon 3 of 4)
AT1G50010	Chr1	18519096	18519115	Exon (AT1G50010.1/AT1G50010, exon 4 of 4)
AT1G50010	Chr1	18519533	18519557	Exon (AT1G50010.1/AT1G50010, exon 4 of 4)
AT1G50070	Chr1	18553063	18553078	Promoter
AT1G50200	Chr1	18592455	18592479	Exon (AT1G50200.2/AT1G50200, exon 19 of 23)
AT1G50200	Chr1	18594821	18594833	Intron (AT1G50200.2/AT1G50200, intron 8 of 22)
AT1G50250	Chr1	18616541	18616557	Exon (AT1G50250.1/AT1G50250, exon 1 of 5)
AT1G50260	Chr1	18619274	18619285	Exon (AT1G50260.1/AT1G50260, exon 5 of 9)
AT1G50400	Chr1	18669995	18670010	Intron (AT1G50400.1/AT1G50400, intron 9 of 10)
AT1G50420	Chr1	18679079	18679093	Exon (AT1G50420.1/AT1G50420, exon 2 of 2)
AT1G50480	Chr1	18703523	18703523	Exon (AT1G50480.1/AT1G50480, exon 3 of 5)
AT1G50480	Chr1	18704620	18704641	Exon (AT1G50480.1/AT1G50480, exon 5 of 5)
AT1G50500	Chr1	18708577	18708590	Intron (AT1G50500.1/AT1G50500, intron 23 of 23)
AT1G50500	Chr1	18715314	18715328	Exon (AT1G50500.1/AT1G50500, exon 3 of 24)
AT1G50520	Chr1	18719595	18719607	Promoter
AT1G50560	Chr1	18724489	18724501	Promoter
AT1G50670	Chr1	18775404	18775420	Exon (AT1G50670.1/AT1G50670, exon 7 of 9)
AT1G50900	Chr1	18866861	18866862	3' UTR
AT1G50900	Chr1	18866901	18866926	3' UTR
AT1G50920	Chr1	18871656	18871671	Exon (AT1G50920.1/AT1G50920, exon 2 of 3)
AT1G51060	Chr1	18927089	18927136	Promoter
AT1G51060	Chr1	18927234	18927249	Promoter
AT1G51080	Chr1	18930728	18930737	Promoter
AT1G51160	Chr1	18950174	18950201	Exon (AT1G51160.2/AT1G51160, exon 2 of 5)
AT1G51172	Chr1	18963817	18963828	Intron (AT1G51172.1/AT1G51172, intron 1 of 4)
AT1G51402	Chr1	19052171	19052217	3' UTR
AT1G07737	Chr1	19052234	19052280	5' UTR
AT1G51400	Chr1	19052403	19052453	Promoter
AT1G51450	Chr1	19076176	19076188	Exon (AT1G51450.1/AT1G51450, exon 2 of 2)
AT1G51470	Chr1	19087726	19087743	Promoter
AT1G51470	Chr1	19088258	19088267	Exon (AT1G51470.1/AT1G51470, exon 5 of 13)
AT1G51470	Chr1	19089254	19089267	Exon (AT1G51470.1/AT1G51470, exon 9 of 13)
AT1G51650	Chr1	19152706	19152725	Promoter
AT1G51650	Chr1	19152836	19152862	Promoter
AT1G51650	Chr1	19153613	19153653	3' UTR
AT1G51680	Chr1	19159080	19159100	Exon (AT1G51680.1/AT1G51680, exon 4 of 4)
AT1G51680	Chr1	19160678	19160709	Exon (AT1G51680.1/AT1G51680, exon 1 of 4)
AT1G51710	Chr1	19178183	19178205	Exon (AT1G51710.1/AT1G51710, exon 7 of 17)
AT1G51880	Chr1	19273646	19273662	Exon (AT1G51880.2/AT1G51880, exon 2 of 12)
AT1G51980	Chr1	19323719	19323729	3' UTR
AT1G52000	Chr1	19334202	19334215	Exon (AT1G52000.1/AT1G52000, exon 3 of 4)
AT1G52150	Chr1	19412919	19412935	Exon (AT1G52150.1/AT1G52150, exon 5 of 18)
AT1G52170	Chr1	19424612	19424628	Promoter
AT1G07793	Chr1	19430660	19430673	Promoter
AT1G52190	Chr1	19435864	19435877	Intron (AT1G52190.1/AT1G52190, intron 2 of 3)
AT1G52220	Chr1	19453810	19453824	3' UTR
AT1G52220	Chr1	19453907	19453937	3' UTR
AT1G52220	Chr1	19454032	19454033	Exon (AT1G52220.4/AT1G52220, exon 3 of 4)
AT1G52220	Chr1	19454465	19454504	Promoter
AT1G52230	Chr1	19455176	19455204	Promoter
AT1G52230	Chr1	19455233	19455250	Promoter
AT1G52230	Chr1	19455404	19455415	Exon (AT1G52230.1/AT1G52230, exon 3 of 3)
AT1G52230	Chr1	19455448	19455501	3' UTR
AT1G52300	Chr1	19475253	19475256	Exon (AT1G52300.1/AT1G52300, exon 4 of 4)
AT1G52300	Chr1	19475369	19475396	Exon (AT1G52300.1/AT1G52300, exon 3 of 4)
AT1G52300	Chr1	19475462	19475468	Exon (AT1G52300.1/AT1G52300, exon 3 of 4)
AT1G52300	Chr1	19475912	19475950	Promoter
AT1G52342	Chr1	19492428	19492461	3' UTR
AT1G52350	Chr1	19498419	19498435	Promoter
AT1G52350	Chr1	19498438	19498439	Promoter
AT1G52510	Chr1	19564824	19564834	5' UTR
AT1G52510	Chr1	19565036	19565058	5' UTR
AT1G52520	Chr1	19566587	19566601	Exon (AT1G52520.1/AT1G52520, exon 2 of 2)
AT1G52570	Chr1	19584245	19584258	Exon (AT1G52570.1/AT1G52570, exon 4 of 4)
AT1G52690	Chr1	19620493	19620513	Exon (AT1G52690.2/AT1G52690, exon 2 of 3)
AT1G52690	Chr1	19620520	19620581	Exon (AT1G52690.2/AT1G52690, exon 2 of 3)
AT1G52830	Chr1	19672876	19672883	Exon (AT1G52830.1/AT1G52830, exon 2 of 3)
AT1G53165	Chr1	19816540	19816551	Intron (AT1G53165.1/AT1G53165, intron 10 of 20)
AT1G53190	Chr1	19838569	19838584	Exon (AT1G53190.1/AT1G53190, exon 3 of 7)
AT1G53210	Chr1	19844809	19844861	Promoter
AT1G53240	Chr1	19855054	19855054	Exon (AT1G53240.1/AT1G53240, exon 7 of 7)
AT1G53240	Chr1	19855508	19855528	Exon (AT1G53240.1/AT1G53240, exon 5 of 7)
AT1G53240	Chr1	19855637	19855642	Exon (AT1G53240.1/AT1G53240, exon 4 of 7)
AT1G53240	Chr1	19856582	19856664	Promoter
AT1G53280	Chr1	19865901	19865927	Exon (AT1G53280.2/AT1G53280, exon 5 of 7)
AT1G53310	Chr1	19885356	19885356	Exon (AT1G53310.2/AT1G53310, exon 9 of 11)
AT1G53310	Chr1	19886714	19886719	Exon (AT1G53310.2/AT1G53310, exon 6 of 11)
AT1G53310	Chr1	19886820	19886831	Exon (AT1G53310.2/AT1G53310, exon 5 of 11)
AT1G53310	Chr1	19887247	19887259	Intron (AT1G53310.2/AT1G53310, intron 3 of 10)
AT1G53400	Chr1	19925839	19925858	Exon (AT1G53410.1/AT1G53410, exon 1 of 1)
AT1G07897	Chr1	19981461	19981490	Promoter
AT1G53580	Chr1	19992479	19992487	Exon (AT1G53580.1/AT1G53580, exon 3 of 8)
AT1G53580	Chr1	19993082	19993090	Promoter
AT1G53730	Chr1	20064328	20064345	Exon (AT1G53730.2/AT1G53730, exon 12 of 16)
AT1G53750	Chr1	20066442	20066483	Exon (AT1G53750.1/AT1G53750, exon 8 of 10)
AT1G53750	Chr1	20067846	20067882	Exon (AT1G53750.1/AT1G53750, exon 2 of 10)
AT1G53780	Chr1	20074760	20074793	Exon (AT1G53780.4/AT1G53780, exon 15 of 17)
AT1G53790	Chr1	20080870	20080884	Exon (AT1G53790.3/AT1G53790, exon 3 of 5)
AT1G53790	Chr1	20080971	20080976	Promoter
AT1G53790	Chr1	20081009	20081036	Promoter
AT1G53840	Chr1	20101306	20101318	5' UTR
AT1G53880	Chr1	20117820	20117823	Exon (AT1G53880.1/AT1G53880, exon 4 of 5)
AT1G53920	Chr1	20138511	20138524	Intron (AT1G53920.1/AT1G53920, intron 2 of 4)
AT1G54000	Chr1	20155078	20155135	Exon (AT1G54000.1/AT1G54000, exon 3 of 4)
AT1G54000	Chr1	20156205	20156256	Promoter
AT1G54010	Chr1	20159386	20159397	Exon (AT1G54010.1/AT1G54010, exon 3 of 4)
AT1G54010	Chr1	20159402	20159414	Exon (AT1G54010.1/AT1G54010, exon 3 of 4)
AT1G54010	Chr1	20160125	20160162	Exon (AT1G54010.1/AT1G54010, exon 2 of 4)
AT1G54010	Chr1	20160585	20160629	Promoter
AT1G54010	Chr1	20160672	20160696	Promoter
AT1G54100	Chr1	20196912	20196925	Exon (AT1G54100.2/AT1G54100, exon 8 of 14)
AT1G54100	Chr1	20197225	20197244	Exon (AT1G54100.2/AT1G54100, exon 7 of 14)
AT1G54100	Chr1	20197905	20197913	Exon (AT1G54100.2/AT1G54100, exon 4 of 14)
AT1G54100	Chr1	20198168	20198183	Exon (AT1G54100.2/AT1G54100, exon 3 of 14)
AT1G54270	Chr1	20261656	20261692	Exon (AT1G54270.1/AT1G54270, exon 5 of 5)
AT1G54320	Chr1	20276089	20276099	Exon (AT1G54320.1/AT1G54320, exon 7 of 8)
AT1G54340	Chr1	20283899	20283920	Exon (AT1G54340.1/AT1G54340, exon 3 of 15)
AT1G54410	Chr1	20310308	20310333	Exon (AT1G54410.1/AT1G54410, exon 1 of 2)
AT1G54410	Chr1	20310367	20310460	Promoter
AT1G54410	Chr1	20310549	20310561	Promoter
AT1G54440	Chr1	20327156	20327168	3' UTR
AT1G54520	Chr1	20363670	20363709	Promoter
AT1G54520	Chr1	20363852	20363870	Promoter
AT1G54580	Chr1	20390078	20390084	Exon (AT1G54580.1/AT1G54580, exon 2 of 4)
AT1G54580	Chr1	20390199	20390221	Exon (AT1G54580.1/AT1G54580, exon 3 of 4)
AT1G54580	Chr1	20390678	20390698	Exon (AT1G54580.1/AT1G54580, exon 4 of 4)
AT1G54630	Chr1	20402120	20402157	Exon (AT1G54630.1/AT1G54630, exon 3 of 4)
AT1G54630	Chr1	20402257	20402264	Exon (AT1G54630.1/AT1G54630, exon 2 of 4)
AT1G54670	Chr1	20412928	20412944	Promoter
AT1G54780	Chr1	20439579	20439680	Promoter
AT1G54780	Chr1	20439898	20439948	Exon (AT1G54780.1/AT1G54780, exon 1 of 3)
AT1G54780	Chr1	20440033	20440042	Exon (AT1G54780.1/AT1G54780, exon 2 of 3)
AT1G54820	Chr1	20449495	20449513	Exon (AT1G54820.1/AT1G54820, exon 3 of 6)
AT1G54820	Chr1	20449894	20449907	3' UTR
AT1G54960	Chr1	20501305	20501319	Exon (AT1G54960.1/AT1G54960, exon 7 of 18)
AT1G54970	Chr1	20505421	20505444	Exon (AT1G54970.1/AT1G54970, exon 1 of 2)
AT1G54990	Chr1	20513333	20513336	Exon (AT1G54990.1/AT1G54990, exon 2 of 2)
AT1G55210	Chr1	20598483	20598499	Promoter
AT1G55210	Chr1	20598531	20598581	Promoter
AT1G55240	Chr1	20606170	20606182	Exon (AT1G55240.1/AT1G55240, exon 2 of 2)
AT1G55260	Chr1	20615080	20615090	Exon (AT1G55260.1/AT1G55260, exon 1 of 3)
AT1G55330	Chr1	20648688	20648753	Promoter
AT1G55360	Chr1	20667897	20667898	Exon (AT1G55360.1/AT1G55360, exon 3 of 7)
AT1G55360	Chr1	20668006	20668006	Exon (AT1G55360.1/AT1G55360, exon 2 of 7)
AT1G55360	Chr1	20668008	20668009	Exon (AT1G55360.1/AT1G55360, exon 2 of 7)
AT1G55360	Chr1	20668416	20668448	Promoter
AT1G55430	Chr1	20698909	20698922	Exon (AT1G55430.1/AT1G55430, exon 1 of 1)
AT1G55490	Chr1	20716624	20716635	Exon (AT1G55490.1/AT1G55490, exon 10 of 15)
AT1G55490	Chr1	20717188	20717203	Exon (AT1G55490.1/AT1G55490, exon 7 of 15)
AT1G55540	Chr1	20742320	20742335	Exon (AT1G55540.1/AT1G55540, exon 3 of 18)
AT1G55625	Chr1	20791365	20791392	Promoter
AT1G55670	Chr1	20802883	20802958	Promoter
AT1G55670	Chr1	20803059	20803160	Promoter
AT1G55670	Chr1	20803218	20803256	Promoter
AT1G55680	Chr1	20805106	20805125	Exon (AT1G55680.1/AT1G55680, exon 10 of 10)
AT1G55740	Chr1	20836055	20836068	Exon (AT1G55740.1/AT1G55740, exon 11 of 12)
AT1G55840	Chr1	20874679	20874717	Exon (AT1G55840.1/AT1G55840, exon 4 of 10)
AT1G55850	Chr1	20876920	20876924	Promoter
AT1G55860	Chr1	20889601	20889634	Exon (AT1G55860.1/AT1G55860, exon 4 of 15)
AT1G55860	Chr1	20890916	20890945	Exon (AT1G55860.1/AT1G55860, exon 4 of 15)
AT1G55860	Chr1	20892209	20892226	Exon (AT1G55860.1/AT1G55860, exon 3 of 15)
AT1G56045	Chr1	20963203	20963227	Exon (AT1G56045.1/AT1G56045, exon 2 of 2)
AT1G56070	Chr1	20968488	20968515	Exon (AT1G56070.1/AT1G56070, exon 4 of 4)
AT1G56070	Chr1	20968925	20968955	Exon (AT1G56070.1/AT1G56070, exon 4 of 4)
AT1G56070	Chr1	20969383	20969399	Exon (AT1G56070.1/AT1G56070, exon 4 of 4)
AT1G56070	Chr1	20969612	20969643	Exon (AT1G56070.1/AT1G56070, exon 4 of 4)
AT1G56070	Chr1	20969831	20969840	Exon (AT1G56070.1/AT1G56070, exon 4 of 4)
AT1G56070	Chr1	20970042	20970066	Exon (AT1G56070.1/AT1G56070, exon 4 of 4)
AT1G56070	Chr1	20970393	20970439	Exon (AT1G56070.1/AT1G56070, exon 4 of 4)
AT1G56070	Chr1	20970484	20970523	Exon (AT1G56070.1/AT1G56070, exon 4 of 4)
AT1G56070	Chr1	20970928	20970943	Exon (AT1G56070.1/AT1G56070, exon 3 of 4)
AT1G56110	Chr1	20986815	20986844	Promoter
AT1G56120	Chr1	20990675	20990690	Intron (AT1G56120.2/AT1G56120, intron 12 of 23)
AT1G56160	Chr1	21022715	21022729	Promoter
AT1G56190	Chr1	21029633	21029642	Exon (AT1G56190.1/AT1G56190, exon 4 of 6)
AT1G56190	Chr1	21029671	21029679	Exon (AT1G56190.1/AT1G56190, exon 4 of 6)
AT1G56220	Chr1	21043862	21043887	Exon (AT1G56220.4/AT1G56220, exon 2 of 2)
AT1G56220	Chr1	21044360	21044375	3' UTR
AT1G56220	Chr1	21044433	21044483	3' UTR
AT1G56220	Chr1	21044844	21044856	3' UTR
AT1G56330	Chr1	21088063	21088068	Promoter
AT1G56330	Chr1	21088186	21088189	Promoter
AT1G56330	Chr1	21088350	21088356	Promoter
AT1G56340	Chr1	21092094	21092138	Exon (AT1G56340.1/AT1G56340, exon 2 of 12)
AT1G56430	Chr1	21137471	21137495	Exon (AT1G56430.1/AT1G56430, exon 1 of 1)
AT1G56440	Chr1	21141010	21141016	Exon (AT1G56440.1/AT1G56440, exon 3 of 12)
AT1G56440	Chr1	21141102	21141105	Exon (AT1G56440.1/AT1G56440, exon 2 of 12)
AT1G56450	Chr1	21143604	21143606	Exon (AT1G56450.1/AT1G56450, exon 5 of 7)
AT1G56570	Chr1	21198439	21198500	3' UTR
AT1G56570	Chr1	21198541	21198578	3' UTR
AT1G56570	Chr1	21198627	21198659	3' UTR
AT1G56570	Chr1	21198725	21198792	3' UTR
AT1G56700	Chr1	21256955	21256964	Exon (AT1G56700.1/AT1G56700, exon 2 of 5)
AT1G56700	Chr1	21257180	21257189	Exon (AT1G56700.1/AT1G56700, exon 3 of 5)
AT1G56700	Chr1	21257560	21257595	Exon (AT1G56700.1/AT1G56700, exon 5 of 5)
AT1G56850	Chr1	21274870	21274873	Promoter
AT1G56910	Chr1	21277908	21277925	Promoter
AT1G57540	Chr1	21310619	21310632	Exon (AT1G57540.1/AT1G57540, exon 3 of 3)
AT1G57660	Chr1	21356146	21356180	Exon (AT1G57660.1/AT1G57660, exon 2 of 2)
AT1G57660	Chr1	21356300	21356327	Exon (AT1G57660.1/AT1G57660, exon 2 of 2)
AT1G57720	Chr1	21378424	21378429	Exon (AT1G57720.1/AT1G57720, exon 4 of 8)
AT1G57720	Chr1	21378769	21378806	Exon (AT1G57720.1/AT1G57720, exon 6 of 8)
AT1G57720	Chr1	21379845	21379880	Exon (AT1G57720.1/AT1G57720, exon 8 of 8)
AT1G57800	Chr1	21409797	21409807	Exon (AT1G57800.1/AT1G57800, exon 5 of 9)
AT1G57800	Chr1	21409917	21409919	Exon (AT1G57800.1/AT1G57800, exon 4 of 9)
AT1G57860	Chr1	21430161	21430163	Exon (AT1G57860.1/AT1G57860, exon 2 of 2)
AT1G57860	Chr1	21430626	21430658	Promoter
AT1G57860	Chr1	21430746	21430767	Promoter
AT1G57860	Chr1	21430781	21430793	Promoter
AT1G57870	Chr1	21432735	21432751	Exon (AT1G57870.3/AT1G57870, exon 9 of 15)
AT1G58080	Chr1	21507236	21507266	Promoter
AT1G58080	Chr1	21507357	21507368	Promoter
AT1G58220	Chr1	21558654	21558666	Exon (AT1G58220.2/AT1G58220, exon 7 of 7)
AT1G58270	Chr1	21613811	21613826	Promoter
AT1G58270	Chr1	21613974	21614001	Promoter
AT1G58270	Chr1	21614024	21614043	Promoter
AT1G58290	Chr1	21624798	21624799	Exon (AT1G58290.1/AT1G58290, exon 3 of 3)
AT1G58330	Chr1	21641691	21641706	Exon (AT1G58330.1/AT1G58330, exon 1 of 1)
AT1G58380	Chr1	21689217	21689259	Promoter
AT1G58380	Chr1	21689274	21689282	Promoter
AT1G58380	Chr1	21689441	21689461	Exon (AT1G58380.1/AT1G58380, exon 1 of 2)
AT1G58380	Chr1	21689613	21689640	Exon (AT1G58380.1/AT1G58380, exon 1 of 2)
AT1G58380	Chr1	21689667	21689706	Exon (AT1G58380.1/AT1G58380, exon 1 of 2)
AT1G58380	Chr1	21689719	21689734	Exon (AT1G58380.1/AT1G58380, exon 1 of 2)
AT1G58380	Chr1	21689955	21689968	Exon (AT1G58380.1/AT1G58380, exon 2 of 2)
AT1G58684	Chr1	21770040	21770048	Exon (AT1G58684.1/AT1G58684, exon 2 of 2)
AT1G58684	Chr1	21770052	21770066	Exon (AT1G58684.1/AT1G58684, exon 2 of 2)
AT1G58684	Chr1	21770082	21770120	Exon (AT1G58684.1/AT1G58684, exon 2 of 2)
AT1G58684	Chr1	21770136	21770136	Exon (AT1G58684.1/AT1G58684, exon 2 of 2)
AT1G58684	Chr1	21770140	21770147	Exon (AT1G58684.1/AT1G58684, exon 2 of 2)
AT1G58684	Chr1	21770608	21770608	Exon (AT1G58684.1/AT1G58684, exon 1 of 2)
AT1G58684	Chr1	21770639	21770662	Exon (AT1G58684.1/AT1G58684, exon 1 of 2)
AT1G58684	Chr1	21770694	21770756	Exon (AT1G58684.1/AT1G58684, exon 1 of 2)
AT1G58684	Chr1	21770790	21770825	Promoter
AT1G58684	Chr1	21771088	21771113	Promoter
AT1G58684	Chr1	21771137	21771140	Promoter
AT1G58807	Chr1	21781037	21781059	Exon (AT1G58807.1/AT1G58807, exon 2 of 4)
AT1G58807	Chr1	21781277	21781306	Exon (AT1G58807.1/AT1G58807, exon 2 of 4)
AT1G58807	Chr1	21781597	21781612	Exon (AT1G58807.1/AT1G58807, exon 3 of 4)
AT1G58848	Chr1	21792843	21792875	Exon (AT1G58848.2/AT1G58848, exon 2 of 6)
AT1G58848	Chr1	21792958	21792958	Exon (AT1G58848.2/AT1G58848, exon 2 of 6)
AT1G58848	Chr1	21793163	21793177	Exon (AT1G58848.2/AT1G58848, exon 3 of 6)
AT1G58848	Chr1	21793208	21793231	Exon (AT1G58848.2/AT1G58848, exon 3 of 6)
AT1G58848	Chr1	21795780	21795782	3' UTR
AT1G58983	Chr1	21806421	21806439	Exon (AT1G58983.1/AT1G58983, exon 2 of 2)
AT1G58983	Chr1	21806783	21806786	Exon (AT1G58983.1/AT1G58983, exon 1 of 2)
AT1G58983	Chr1	21807039	21807089	Promoter
AT1G59218	Chr1	21829101	21829134	Exon (AT1G59218.1/AT1G59218, exon 2 of 6)
AT1G59218	Chr1	21829216	21829216	Exon (AT1G59218.1/AT1G59218, exon 2 of 6)
AT1G59218	Chr1	21829421	21829436	Exon (AT1G59218.1/AT1G59218, exon 3 of 6)
AT1G59359	Chr1	21842557	21842579	Exon (AT1G59359.1/AT1G59359, exon 2 of 2)
AT1G59359	Chr1	21842599	21842635	Exon (AT1G59359.1/AT1G59359, exon 2 of 2)
AT1G59359	Chr1	21842652	21842662	Exon (AT1G59359.1/AT1G59359, exon 2 of 2)
AT1G59359	Chr1	21843157	21843177	Exon (AT1G59359.1/AT1G59359, exon 1 of 2)
AT1G59359	Chr1	21843211	21843272	Exon (AT1G59359.1/AT1G59359, exon 1 of 2)
AT1G59359	Chr1	21843306	21843340	Promoter
AT1G59359	Chr1	21843605	21843629	Promoter
AT1G59530	Chr1	21868248	21868259	5' UTR
AT1G59840	Chr1	22026573	22026588	Promoter
AT1G59880	Chr1	22040612	22040630	Promoter
AT1G59900	Chr1	22051939	22051971	Exon (AT1G59900.1/AT1G59900, exon 1 of 7)
AT1G59900	Chr1	22051975	22051977	Exon (AT1G59900.1/AT1G59900, exon 1 of 7)
AT1G59910	Chr1	22054614	22054626	Exon (AT1G59910.1/AT1G59910, exon 2 of 2)
AT1G60420	Chr1	22262732	22262743	Exon (AT1G60420.1/AT1G60420, exon 2 of 4)
AT1G60525	Chr1	22299820	22299832	Exon (AT1G60530.1/AT1G60530, exon 1 of 2)
AT1G60590	Chr1	22315823	22315839	Exon (AT1G60590.1/AT1G60590, exon 3 of 7)
AT1G60620	Chr1	22331699	22331716	5' UTR
AT1G60630	Chr1	22336831	22336842	5' UTR
AT1G08333	Chr1	22347037	22347054	Promoter
AT1G60710	Chr1	22356464	22356504	Promoter
AT1G60740	Chr1	22361223	22361256	Promoter
AT1G60950	Chr1	22444621	22444682	Promoter
AT1G60950	Chr1	22444877	22445007	Exon (AT1G60950.1/AT1G60950, exon 1 of 1)
AT1G60986	Chr1	22459360	22459370	Promoter
AT1G61020	Chr1	22477773	22477799	Promoter
AT1G61190	Chr1	22558151	22558168	Exon (AT1G61190.2/AT1G61190, exon 1 of 2)
AT1G61300	Chr1	22608777	22608785	Exon (AT1G61300.2/AT1G61300, exon 2 of 3)
AT1G61300	Chr1	22608861	22608866	Exon (AT1G61300.2/AT1G61300, exon 1 of 3)
AT1G61310	Chr1	22615375	22615391	Exon (AT1G61310.1/AT1G61310, exon 1 of 1)
AT1G61320	Chr1	22619313	22619322	Intron (AT1G61320.1/AT1G61320, intron 2 of 2)
AT1G61400	Chr1	22656914	22656925	Exon (AT1G61400.1/AT1G61400, exon 1 of 7)
AT1G61430	Chr1	22666942	22666953	Exon (AT1G61430.2/AT1G61430, exon 2 of 7)
AT1G61520	Chr1	22700426	22700446	5' UTR
AT1G61520	Chr1	22700534	22700569	Exon (AT1G61520.3/AT1G61520, exon 4 of 4)
AT1G61520	Chr1	22700594	22700634	Exon (AT1G61520.3/AT1G61520, exon 4 of 4)
AT1G61520	Chr1	22700732	22700771	Exon (AT1G61520.3/AT1G61520, exon 4 of 4)
AT1G61520	Chr1	22700801	22700846	Exon (AT1G61520.3/AT1G61520, exon 4 of 4)
